sep=;
Hungary;97;HU;Turkeys;1079;"Live animals";m3/ton;0
Italy;106;IT;Turkeys;1079;"Live animals";m3/ton;0
Morocco;143;MA;Turkeys;1079;"Live animals";m3/ton;0
Netherlands;150;NL;Turkeys;1079;"Live animals";m3/ton;0
Poland;173;PL;Turkeys;1079;"Live animals";m3/ton;0
Portugal;174;PT;Turkeys;1079;"Live animals";m3/ton;0
Romania;183;RO;Turkeys;1079;"Live animals";m3/ton;0
Serbia;272;RS;Turkeys;1079;"Live animals";m3/ton;0
Spain;203;ES;Turkeys;1079;"Live animals";m3/ton;0
Turkey;223;TR;Turkeys;1079;"Live animals";m3/ton;0
Austria;11;AT;"Turkey meat";1080;Meat;m3/ton;0
Belgium;255;BE;"Turkey meat";1080;Meat;m3/ton;0
France;68;FR;"Turkey meat";1080;Meat;m3/ton;0
Germany;79;DE;"Turkey meat";1080;Meat;m3/ton;0
Greece;84;GR;"Turkey meat";1080;Meat;m3/ton;0
Hungary;97;HU;"Turkey meat";1080;Meat;m3/ton;0
Italy;106;IT;"Turkey meat";1080;Meat;m3/ton;0
Morocco;143;MA;"Turkey meat";1080;Meat;m3/ton;0
Netherlands;150;NL;"Turkey meat";1080;Meat;m3/ton;0
Poland;173;PL;"Turkey meat";1080;Meat;m3/ton;0
Portugal;174;PT;"Turkey meat";1080;Meat;m3/ton;0
Romania;183;RO;"Turkey meat";1080;Meat;m3/ton;0
Serbia;272;RS;"Turkey meat";1080;Meat;m3/ton;0
Spain;203;ES;"Turkey meat";1080;Meat;m3/ton;0
Turkey;223;TR;"Turkey meat";1080;Meat;m3/ton;0
Austria;11;AT;"Meat indigenous, bird nes";1084;Meat;m3/ton;0
Belgium;255;BE;"Meat indigenous, bird nes";1084;Meat;m3/ton;0
France;68;FR;"Meat indigenous, bird nes";1084;Meat;m3/ton;0
Germany;79;DE;"Meat indigenous, bird nes";1084;Meat;m3/ton;0
Greece;84;GR;"Meat indigenous, bird nes";1084;Meat;m3/ton;0
Hungary;97;HU;"Meat indigenous, bird nes";1084;Meat;m3/ton;0
Italy;106;IT;"Meat indigenous, bird nes";1084;Meat;m3/ton;0
Morocco;143;MA;"Meat indigenous, bird nes";1084;Meat;m3/ton;0
Netherlands;150;NL;"Meat indigenous, bird nes";1084;Meat;m3/ton;0
Poland;173;PL;"Meat indigenous, bird nes";1084;Meat;m3/ton;0
Portugal;174;PT;"Meat indigenous, bird nes";1084;Meat;m3/ton;0
Romania;183;RO;"Meat indigenous, bird nes";1084;Meat;m3/ton;0
Serbia;272;RS;"Meat indigenous, bird nes";1084;Meat;m3/ton;0
Spain;203;ES;"Meat indigenous, bird nes";1084;Meat;m3/ton;0
Turkey;223;TR;"Meat indigenous, bird nes";1084;Meat;m3/ton;0
Austria;11;AT;"Meat indigenous, turkey";1087;Meat;m3/ton;0
Belgium;255;BE;"Meat indigenous, turkey";1087;Meat;m3/ton;0
France;68;FR;"Meat indigenous, turkey";1087;Meat;m3/ton;0
Germany;79;DE;"Meat indigenous, turkey";1087;Meat;m3/ton;0
Greece;84;GR;"Meat indigenous, turkey";1087;Meat;m3/ton;0
Hungary;97;HU;"Meat indigenous, turkey";1087;Meat;m3/ton;0
Italy;106;IT;"Meat indigenous, turkey";1087;Meat;m3/ton;0
Morocco;143;MA;"Meat indigenous, turkey";1087;Meat;m3/ton;0
Netherlands;150;NL;"Meat indigenous, turkey";1087;Meat;m3/ton;0
Poland;173;PL;"Meat indigenous, turkey";1087;Meat;m3/ton;0
Portugal;174;PT;"Meat indigenous, turkey";1087;Meat;m3/ton;0
Romania;183;RO;"Meat indigenous, turkey";1087;Meat;m3/ton;0
Serbia;272;RS;"Meat indigenous, turkey";1087;Meat;m3/ton;0
Spain;203;ES;"Meat indigenous, turkey";1087;Meat;m3/ton;0
Turkey;223;TR;"Meat indigenous, turkey";1087;Meat;m3/ton;0
Austria;11;AT;"Meat, bird nes";1089;Meat;m3/ton;0
Belgium;255;BE;"Meat, bird nes";1089;Meat;m3/ton;0
France;68;FR;"Meat, bird nes";1089;Meat;m3/ton;0
Germany;79;DE;"Meat, bird nes";1089;Meat;m3/ton;0
Greece;84;GR;"Meat, bird nes";1089;Meat;m3/ton;0
Hungary;97;HU;"Meat, bird nes";1089;Meat;m3/ton;0
Italy;106;IT;"Meat, bird nes";1089;Meat;m3/ton;0
Morocco;143;MA;"Meat, bird nes";1089;Meat;m3/ton;0
Netherlands;150;NL;"Meat, bird nes";1089;Meat;m3/ton;0
Poland;173;PL;"Meat, bird nes";1089;Meat;m3/ton;0
Portugal;174;PT;"Meat, bird nes";1089;Meat;m3/ton;0
Romania;183;RO;"Meat, bird nes";1089;Meat;m3/ton;0
Serbia;272;RS;"Meat, bird nes";1089;Meat;m3/ton;0
Spain;203;ES;"Meat, bird nes";1089;Meat;m3/ton;0
Turkey;223;TR;"Meat, bird nes";1089;Meat;m3/ton;0
Austria;11;AT;"Other bird eggs,in shell";1091;"Diary & Eggs";m3/ton;0
Belgium;255;BE;"Other bird eggs,in shell";1091;"Diary & Eggs";m3/ton;0
France;68;FR;"Other bird eggs,in shell";1091;"Diary & Eggs";m3/ton;0
Germany;79;DE;"Other bird eggs,in shell";1091;"Diary & Eggs";m3/ton;0
Greece;84;GR;"Other bird eggs,in shell";1091;"Diary & Eggs";m3/ton;0
Hungary;97;HU;"Other bird eggs,in shell";1091;"Diary & Eggs";m3/ton;0
Italy;106;IT;"Other bird eggs,in shell";1091;"Diary & Eggs";m3/ton;0
Morocco;143;MA;"Other bird eggs,in shell";1091;"Diary & Eggs";m3/ton;0
Netherlands;150;NL;"Other bird eggs,in shell";1091;"Diary & Eggs";m3/ton;0
Poland;173;PL;"Other bird eggs,in shell";1091;"Diary & Eggs";m3/ton;0
Portugal;174;PT;"Other bird eggs,in shell";1091;"Diary & Eggs";m3/ton;0
Romania;183;RO;"Other bird eggs,in shell";1091;"Diary & Eggs";m3/ton;0
Serbia;272;RS;"Other bird eggs,in shell";1091;"Diary & Eggs";m3/ton;0
Spain;203;ES;"Other bird eggs,in shell";1091;"Diary & Eggs";m3/ton;0
Turkey;223;TR;"Other bird eggs,in shell";1091;"Diary & Eggs";m3/ton;0
Austria;11;AT;"Meat indigenous, chicken";1094;Meat;m3/ton;0
Belgium;255;BE;"Meat indigenous, chicken";1094;Meat;m3/ton;0
France;68;FR;"Meat indigenous, chicken";1094;Meat;m3/ton;0
Germany;79;DE;"Meat indigenous, chicken";1094;Meat;m3/ton;0
Greece;84;GR;"Meat indigenous, chicken";1094;Meat;m3/ton;0
Hungary;97;HU;"Meat indigenous, chicken";1094;Meat;m3/ton;0
Italy;106;IT;"Meat indigenous, chicken";1094;Meat;m3/ton;0
Morocco;143;MA;"Meat indigenous, chicken";1094;Meat;m3/ton;0
Netherlands;150;NL;"Meat indigenous, chicken";1094;Meat;m3/ton;0
Poland;173;PL;"Meat indigenous, chicken";1094;Meat;m3/ton;0
Portugal;174;PT;"Meat indigenous, chicken";1094;Meat;m3/ton;0
Romania;183;RO;"Meat indigenous, chicken";1094;Meat;m3/ton;0
Serbia;272;RS;"Meat indigenous, chicken";1094;Meat;m3/ton;0
Spain;203;ES;"Meat indigenous, chicken";1094;Meat;m3/ton;0
Turkey;223;TR;"Meat indigenous, chicken";1094;Meat;m3/ton;0
Austria;11;AT;Horses;1096;"Live animals";m3/ton;0
Belgium;255;BE;Horses;1096;"Live animals";m3/ton;0
France;68;FR;Horses;1096;"Live animals";m3/ton;0
Germany;79;DE;Horses;1096;"Live animals";m3/ton;0
Greece;84;GR;Horses;1096;"Live animals";m3/ton;0
Hungary;97;HU;Horses;1096;"Live animals";m3/ton;0
Italy;106;IT;Horses;1096;"Live animals";m3/ton;0
Morocco;143;MA;Horses;1096;"Live animals";m3/ton;0
Netherlands;150;NL;Horses;1096;"Live animals";m3/ton;0
Poland;173;PL;Horses;1096;"Live animals";m3/ton;0
Portugal;174;PT;Horses;1096;"Live animals";m3/ton;0
Romania;183;RO;Horses;1096;"Live animals";m3/ton;0
Serbia;272;RS;Horses;1096;"Live animals";m3/ton;0
Spain;203;ES;Horses;1096;"Live animals";m3/ton;0
Turkey;223;TR;Horses;1096;"Live animals";m3/ton;0
Austria;11;AT;"Horse meat";1097;Meat;m3/ton;0
Belgium;255;BE;"Horse meat";1097;Meat;m3/ton;0
France;68;FR;"Horse meat";1097;Meat;m3/ton;0
Germany;79;DE;"Horse meat";1097;Meat;m3/ton;0
Greece;84;GR;"Horse meat";1097;Meat;m3/ton;0
Hungary;97;HU;"Horse meat";1097;Meat;m3/ton;0
Italy;106;IT;"Horse meat";1097;Meat;m3/ton;0
Morocco;143;MA;"Horse meat";1097;Meat;m3/ton;0
Netherlands;150;NL;"Horse meat";1097;Meat;m3/ton;0
Poland;173;PL;"Horse meat";1097;Meat;m3/ton;0
Portugal;174;PT;"Horse meat";1097;Meat;m3/ton;0
Romania;183;RO;"Horse meat";1097;Meat;m3/ton;0
Serbia;272;RS;"Horse meat";1097;Meat;m3/ton;0
Spain;203;ES;"Horse meat";1097;Meat;m3/ton;0
Turkey;223;TR;"Horse meat";1097;Meat;m3/ton;0
Austria;11;AT;Asses;1107;"Live animals";m3/ton;0
Belgium;255;BE;Asses;1107;"Live animals";m3/ton;0
France;68;FR;Asses;1107;"Live animals";m3/ton;0
Germany;79;DE;Asses;1107;"Live animals";m3/ton;0
Greece;84;GR;Asses;1107;"Live animals";m3/ton;0
Hungary;97;HU;Asses;1107;"Live animals";m3/ton;0
Italy;106;IT;Asses;1107;"Live animals";m3/ton;0
Morocco;143;MA;Asses;1107;"Live animals";m3/ton;0
Netherlands;150;NL;Asses;1107;"Live animals";m3/ton;0
Poland;173;PL;Asses;1107;"Live animals";m3/ton;0
Portugal;174;PT;Asses;1107;"Live animals";m3/ton;0
Romania;183;RO;Asses;1107;"Live animals";m3/ton;0
Serbia;272;RS;Asses;1107;"Live animals";m3/ton;0
Spain;203;ES;Asses;1107;"Live animals";m3/ton;0
Turkey;223;TR;Asses;1107;"Live animals";m3/ton;0
Austria;11;AT;"Meat, ass";1108;Meat;m3/ton;0
Belgium;255;BE;"Meat, ass";1108;Meat;m3/ton;0
France;68;FR;"Meat, ass";1108;Meat;m3/ton;0
Germany;79;DE;"Meat, ass";1108;Meat;m3/ton;0
Greece;84;GR;"Meat, ass";1108;Meat;m3/ton;0
Hungary;97;HU;"Meat, ass";1108;Meat;m3/ton;0
Italy;106;IT;"Meat, ass";1108;Meat;m3/ton;0
Morocco;143;MA;"Meat, ass";1108;Meat;m3/ton;0
Netherlands;150;NL;"Meat, ass";1108;Meat;m3/ton;0
Poland;173;PL;"Meat, ass";1108;Meat;m3/ton;0
Portugal;174;PT;"Meat, ass";1108;Meat;m3/ton;0
Romania;183;RO;"Meat, ass";1108;Meat;m3/ton;0
Serbia;272;RS;"Meat, ass";1108;Meat;m3/ton;0
Spain;203;ES;"Meat, ass";1108;Meat;m3/ton;0
Turkey;223;TR;"Meat, ass";1108;Meat;m3/ton;0
Austria;11;AT;Mules;1110;"Live animals";m3/ton;0
Belgium;255;BE;Mules;1110;"Live animals";m3/ton;0
France;68;FR;Mules;1110;"Live animals";m3/ton;0
Germany;79;DE;Mules;1110;"Live animals";m3/ton;0
Greece;84;GR;Mules;1110;"Live animals";m3/ton;0
Hungary;97;HU;Mules;1110;"Live animals";m3/ton;0
Italy;106;IT;Mules;1110;"Live animals";m3/ton;0
Morocco;143;MA;Mules;1110;"Live animals";m3/ton;0
Netherlands;150;NL;Mules;1110;"Live animals";m3/ton;0
Poland;173;PL;Mules;1110;"Live animals";m3/ton;0
Portugal;174;PT;Mules;1110;"Live animals";m3/ton;0
Romania;183;RO;Mules;1110;"Live animals";m3/ton;0
Serbia;272;RS;Mules;1110;"Live animals";m3/ton;0
Spain;203;ES;Mules;1110;"Live animals";m3/ton;0
Turkey;223;TR;Mules;1110;"Live animals";m3/ton;0
Austria;11;AT;"Meat, mule";1111;Meat;m3/ton;0
Belgium;255;BE;"Meat, mule";1111;Meat;m3/ton;0
France;68;FR;"Meat, mule";1111;Meat;m3/ton;0
Germany;79;DE;"Meat, mule";1111;Meat;m3/ton;0
Greece;84;GR;"Meat, mule";1111;Meat;m3/ton;0
Hungary;97;HU;"Meat, mule";1111;Meat;m3/ton;0
Italy;106;IT;"Meat, mule";1111;Meat;m3/ton;0
Morocco;143;MA;"Meat, mule";1111;Meat;m3/ton;0
Netherlands;150;NL;"Meat, mule";1111;Meat;m3/ton;0
Poland;173;PL;"Meat, mule";1111;Meat;m3/ton;0
Portugal;174;PT;"Meat, mule";1111;Meat;m3/ton;0
Romania;183;RO;"Meat, mule";1111;Meat;m3/ton;0
Serbia;272;RS;"Meat, mule";1111;Meat;m3/ton;0
Spain;203;ES;"Meat, mule";1111;Meat;m3/ton;0
Turkey;223;TR;"Meat, mule";1111;Meat;m3/ton;0
Austria;11;AT;"Meat indigenous, horse";1120;Meat;m3/ton;0
Belgium;255;BE;"Meat indigenous, horse";1120;Meat;m3/ton;0
France;68;FR;"Meat indigenous, horse";1120;Meat;m3/ton;0
Germany;79;DE;"Meat indigenous, horse";1120;Meat;m3/ton;0
Greece;84;GR;"Meat indigenous, horse";1120;Meat;m3/ton;0
Hungary;97;HU;"Meat indigenous, horse";1120;Meat;m3/ton;0
Italy;106;IT;"Meat indigenous, horse";1120;Meat;m3/ton;0
Morocco;143;MA;"Meat indigenous, horse";1120;Meat;m3/ton;0
Netherlands;150;NL;"Meat indigenous, horse";1120;Meat;m3/ton;0
Poland;173;PL;"Meat indigenous, horse";1120;Meat;m3/ton;0
Portugal;174;PT;"Meat indigenous, horse";1120;Meat;m3/ton;0
Romania;183;RO;"Meat indigenous, horse";1120;Meat;m3/ton;0
Serbia;272;RS;"Meat indigenous, horse";1120;Meat;m3/ton;0
Spain;203;ES;"Meat indigenous, horse";1120;Meat;m3/ton;0
Turkey;223;TR;"Meat indigenous, horse";1120;Meat;m3/ton;0
Austria;11;AT;"Meat indigenous, ass";1122;Meat;m3/ton;0
Belgium;255;BE;"Meat indigenous, ass";1122;Meat;m3/ton;0
France;68;FR;"Meat indigenous, ass";1122;Meat;m3/ton;0
Germany;79;DE;"Meat indigenous, ass";1122;Meat;m3/ton;0
Greece;84;GR;"Meat indigenous, ass";1122;Meat;m3/ton;0
Hungary;97;HU;"Meat indigenous, ass";1122;Meat;m3/ton;0
Italy;106;IT;"Meat indigenous, ass";1122;Meat;m3/ton;0
Morocco;143;MA;"Meat indigenous, ass";1122;Meat;m3/ton;0
Netherlands;150;NL;"Meat indigenous, ass";1122;Meat;m3/ton;0
Poland;173;PL;"Meat indigenous, ass";1122;Meat;m3/ton;0
Portugal;174;PT;"Meat indigenous, ass";1122;Meat;m3/ton;0
Romania;183;RO;"Meat indigenous, ass";1122;Meat;m3/ton;0
Serbia;272;RS;"Meat indigenous, ass";1122;Meat;m3/ton;0
Spain;203;ES;"Meat indigenous, ass";1122;Meat;m3/ton;0
Turkey;223;TR;"Meat indigenous, ass";1122;Meat;m3/ton;0
Austria;11;AT;"Meat indigenous, mule";1124;Meat;m3/ton;0
Belgium;255;BE;"Meat indigenous, mule";1124;Meat;m3/ton;0
France;68;FR;"Meat indigenous, mule";1124;Meat;m3/ton;0
Germany;79;DE;"Meat indigenous, mule";1124;Meat;m3/ton;0
Greece;84;GR;"Meat indigenous, mule";1124;Meat;m3/ton;0
Hungary;97;HU;"Meat indigenous, mule";1124;Meat;m3/ton;0
Italy;106;IT;"Meat indigenous, mule";1124;Meat;m3/ton;0
Morocco;143;MA;"Meat indigenous, mule";1124;Meat;m3/ton;0
Netherlands;150;NL;"Meat indigenous, mule";1124;Meat;m3/ton;0
Poland;173;PL;"Meat indigenous, mule";1124;Meat;m3/ton;0
Portugal;174;PT;"Meat indigenous, mule";1124;Meat;m3/ton;0
Romania;183;RO;"Meat indigenous, mule";1124;Meat;m3/ton;0
Serbia;272;RS;"Meat indigenous, mule";1124;Meat;m3/ton;0
Spain;203;ES;"Meat indigenous, mule";1124;Meat;m3/ton;0
Turkey;223;TR;"Meat indigenous, mule";1124;Meat;m3/ton;0
Austria;11;AT;"Milk, whole fresh camel";1130;"Diary & Eggs";m3/ton;0
Belgium;255;BE;"Milk, whole fresh camel";1130;"Diary & Eggs";m3/ton;0
France;68;FR;"Milk, whole fresh camel";1130;"Diary & Eggs";m3/ton;0
Germany;79;DE;"Milk, whole fresh camel";1130;"Diary & Eggs";m3/ton;0
Greece;84;GR;"Milk, whole fresh camel";1130;"Diary & Eggs";m3/ton;0
Hungary;97;HU;"Milk, whole fresh camel";1130;"Diary & Eggs";m3/ton;0
Italy;106;IT;"Milk, whole fresh camel";1130;"Diary & Eggs";m3/ton;0
Morocco;143;MA;"Milk, whole fresh camel";1130;"Diary & Eggs";m3/ton;0
Netherlands;150;NL;"Milk, whole fresh camel";1130;"Diary & Eggs";m3/ton;0
Poland;173;PL;"Milk, whole fresh camel";1130;"Diary & Eggs";m3/ton;0
Portugal;174;PT;"Milk, whole fresh camel";1130;"Diary & Eggs";m3/ton;0
Romania;183;RO;"Milk, whole fresh camel";1130;"Diary & Eggs";m3/ton;0
Serbia;272;RS;"Milk, whole fresh camel";1130;"Diary & Eggs";m3/ton;0
Spain;203;ES;"Milk, whole fresh camel";1130;"Diary & Eggs";m3/ton;0
Turkey;223;TR;"Milk, whole fresh camel";1130;"Diary & Eggs";m3/ton;0
Austria;11;AT;"Meat, game";1163;Meat;m3/ton;0
Belgium;255;BE;"Meat, game";1163;Meat;m3/ton;0
France;68;FR;"Meat, game";1163;Meat;m3/ton;0
Germany;79;DE;"Meat, game";1163;Meat;m3/ton;0
Greece;84;GR;"Meat, game";1163;Meat;m3/ton;0
Hungary;97;HU;"Meat, game";1163;Meat;m3/ton;0
Italy;106;IT;"Meat, game";1163;Meat;m3/ton;0
Morocco;143;MA;"Meat, game";1163;Meat;m3/ton;0
Netherlands;150;NL;"Meat, game";1163;Meat;m3/ton;0
Poland;173;PL;"Meat, game";1163;Meat;m3/ton;0
Portugal;174;PT;"Meat, game";1163;Meat;m3/ton;0
Romania;183;RO;"Meat, game";1163;Meat;m3/ton;0
Serbia;272;RS;"Meat, game";1163;Meat;m3/ton;0
Spain;203;ES;"Meat, game";1163;Meat;m3/ton;0
Turkey;223;TR;"Meat, game";1163;Meat;m3/ton;0
Austria;11;AT;"Meat, dried nes";1164;Meat;m3/ton;0
Belgium;255;BE;"Meat, dried nes";1164;Meat;m3/ton;0
France;68;FR;"Meat, dried nes";1164;Meat;m3/ton;0
Germany;79;DE;"Meat, dried nes";1164;Meat;m3/ton;0
Greece;84;GR;"Meat, dried nes";1164;Meat;m3/ton;0
Hungary;97;HU;"Meat, dried nes";1164;Meat;m3/ton;0
Italy;106;IT;"Meat, dried nes";1164;Meat;m3/ton;0
Morocco;143;MA;"Meat, dried nes";1164;Meat;m3/ton;0
Netherlands;150;NL;"Meat, dried nes";1164;Meat;m3/ton;0
Poland;173;PL;"Meat, dried nes";1164;Meat;m3/ton;0
Portugal;174;PT;"Meat, dried nes";1164;Meat;m3/ton;0
Romania;183;RO;"Meat, dried nes";1164;Meat;m3/ton;0
Serbia;272;RS;"Meat, dried nes";1164;Meat;m3/ton;0
Spain;203;ES;"Meat, dried nes";1164;Meat;m3/ton;0
Turkey;223;TR;"Meat, dried nes";1164;Meat;m3/ton;0
Austria;11;AT;"Meat, nes";1166;Meat;m3/ton;0
Belgium;255;BE;"Meat, nes";1166;Meat;m3/ton;0
France;68;FR;"Meat, nes";1166;Meat;m3/ton;0
Germany;79;DE;"Meat, nes";1166;Meat;m3/ton;0
Greece;84;GR;"Meat, nes";1166;Meat;m3/ton;0
Hungary;97;HU;"Meat, nes";1166;Meat;m3/ton;0
Italy;106;IT;"Meat, nes";1166;Meat;m3/ton;0
Morocco;143;MA;"Meat, nes";1166;Meat;m3/ton;0
Netherlands;150;NL;"Meat, nes";1166;Meat;m3/ton;0
Poland;173;PL;"Meat, nes";1166;Meat;m3/ton;0
Portugal;174;PT;"Meat, nes";1166;Meat;m3/ton;0
Romania;183;RO;"Meat, nes";1166;Meat;m3/ton;0
Serbia;272;RS;"Meat, nes";1166;Meat;m3/ton;0
Spain;203;ES;"Meat, nes";1166;Meat;m3/ton;0
Turkey;223;TR;"Meat, nes";1166;Meat;m3/ton;0
Austria;11;AT;"Offals, nes";1167;Meat;m3/ton;0
Belgium;255;BE;"Offals, nes";1167;Meat;m3/ton;0
France;68;FR;"Offals, nes";1167;Meat;m3/ton;0
Germany;79;DE;"Offals, nes";1167;Meat;m3/ton;0
Greece;84;GR;"Offals, nes";1167;Meat;m3/ton;0
Hungary;97;HU;"Offals, nes";1167;Meat;m3/ton;0
Italy;106;IT;"Offals, nes";1167;Meat;m3/ton;0
Morocco;143;MA;"Offals, nes";1167;Meat;m3/ton;0
Netherlands;150;NL;"Offals, nes";1167;Meat;m3/ton;0
Poland;173;PL;"Offals, nes";1167;Meat;m3/ton;0
Portugal;174;PT;"Offals, nes";1167;Meat;m3/ton;0
Romania;183;RO;"Offals, nes";1167;Meat;m3/ton;0
Serbia;272;RS;"Offals, nes";1167;Meat;m3/ton;0
Spain;203;ES;"Offals, nes";1167;Meat;m3/ton;0
Turkey;223;TR;"Offals, nes";1167;Meat;m3/ton;0
Austria;11;AT;"Oils, fats of animal nes";1168;Meat;m3/ton;0
Belgium;255;BE;"Oils, fats of animal nes";1168;Meat;m3/ton;0
France;68;FR;"Oils, fats of animal nes";1168;Meat;m3/ton;0
Germany;79;DE;"Oils, fats of animal nes";1168;Meat;m3/ton;0
Greece;84;GR;"Oils, fats of animal nes";1168;Meat;m3/ton;0
Hungary;97;HU;"Oils, fats of animal nes";1168;Meat;m3/ton;0
Italy;106;IT;"Oils, fats of animal nes";1168;Meat;m3/ton;0
Morocco;143;MA;"Oils, fats of animal nes";1168;Meat;m3/ton;0
Netherlands;150;NL;"Oils, fats of animal nes";1168;Meat;m3/ton;0
Poland;173;PL;"Oils, fats of animal nes";1168;Meat;m3/ton;0
Portugal;174;PT;"Oils, fats of animal nes";1168;Meat;m3/ton;0
Romania;183;RO;"Oils, fats of animal nes";1168;Meat;m3/ton;0
Serbia;272;RS;"Oils, fats of animal nes";1168;Meat;m3/ton;0
Spain;203;ES;"Oils, fats of animal nes";1168;Meat;m3/ton;0
Turkey;223;TR;"Oils, fats of animal nes";1168;Meat;m3/ton;0
Austria;11;AT;"Meal, meat";1173;Meat;m3/ton;0
Belgium;255;BE;"Meal, meat";1173;Meat;m3/ton;0
France;68;FR;"Meal, meat";1173;Meat;m3/ton;0
Germany;79;DE;"Meal, meat";1173;Meat;m3/ton;0
Greece;84;GR;"Meal, meat";1173;Meat;m3/ton;0
Hungary;97;HU;"Meal, meat";1173;Meat;m3/ton;0
Italy;106;IT;"Meal, meat";1173;Meat;m3/ton;0
Morocco;143;MA;"Meal, meat";1173;Meat;m3/ton;0
Netherlands;150;NL;"Meal, meat";1173;Meat;m3/ton;0
Poland;173;PL;"Meal, meat";1173;Meat;m3/ton;0
Portugal;174;PT;"Meal, meat";1173;Meat;m3/ton;0
Romania;183;RO;"Meal, meat";1173;Meat;m3/ton;0
Serbia;272;RS;"Meal, meat";1173;Meat;m3/ton;0
Spain;203;ES;"Meal, meat";1173;Meat;m3/ton;0
Turkey;223;TR;"Meal, meat";1173;Meat;m3/ton;0
Austria;11;AT;Tallow;1225;Meat;m3/ton;0
Belgium;255;BE;Tallow;1225;Meat;m3/ton;0
France;68;FR;Tallow;1225;Meat;m3/ton;0
Germany;79;DE;Tallow;1225;Meat;m3/ton;0
Greece;84;GR;Tallow;1225;Meat;m3/ton;0
Hungary;97;HU;Tallow;1225;Meat;m3/ton;0
Italy;106;IT;Tallow;1225;Meat;m3/ton;0
Morocco;143;MA;Tallow;1225;Meat;m3/ton;0
Netherlands;150;NL;Tallow;1225;Meat;m3/ton;0
Poland;173;PL;Tallow;1225;Meat;m3/ton;0
Portugal;174;PT;Tallow;1225;Meat;m3/ton;0
Romania;183;RO;Tallow;1225;Meat;m3/ton;0
Serbia;272;RS;Tallow;1225;Meat;m3/ton;0
Spain;203;ES;Tallow;1225;Meat;m3/ton;0
Turkey;223;TR;Tallow;1225;Meat;m3/ton;0
